-0.00135,0.16153
0.00043,3.25238
0.00217,7.53212
0.00466,11.36665
0.00625,14.90077
0.00730,18.53110
0.00941,21.74271
0.01095,25.31429
0.01206,28.68748
0.01476,33.01372
0.01650,36.22818
0.01789,39.43878
0.01902,43.13227
0.02085,46.67483
0.02299,50.15218
0.02483,53.86227
0.02552,56.28759
0.02702,59.51091
0.02884,62.79244
0.03028,65.89120
0.03194,68.89708
0.03392,72.93236
0.03555,76.40476
0.03598,78.85340
0.03731,82.20125
0.03941,85.17982
0.04052,88.33505
0.04230,92.20531
0.04475,95.47173
0.04614,99.41491
0.04838,103.15857
0.04990,106.39421
0.05126,109.83360
0.05270,113.21853
0.05464,116.53565
0.05630,119.44441
0.05764,122.76817
0.05954,125.94651
0.06041,129.01809
0.06269,132.45081
0.06341,135.26261
0.06493,138.54481
0.06607,141.69413
0.06736,144.35843
0.06884,147.40127
0.07053,150.22438
0.07162,153.57025
0.07366,156.57877
0.07489,159.46783
0.07659,162.43478
0.07775,165.49476
0.07963,168.31398
0.08031,171.26740
0.08215,174.64992
0.08230,177.06736
0.08490,180.21548
0.08590,182.68547
0.08751,185.66152
0.08821,188.11944
0.09045,191.01658
0.09124,194.04083
0.09205,196.22635
0.09350,199.22935
0.09530,201.66885
0.09657,204.79925
0.09811,207.82312
0.09931,210.37555
0.10070,213.22626
0.10179,215.63820
0.10307,218.04109
0.10456,220.62831
0.10505,223.08522
0.10672,225.63611
0.10782,228.07339
0.10884,230.21504
0.10947,232.81860
0.11110,234.33868
0.11242,237.00291
0.11413,239.75701
0.11437,241.37020
0.11504,243.51418
0.11579,245.68893
0.11767,248.31715
0.11862,250.92100
0.11985,253.12499
0.12046,255.22818
0.12242,257.34754
0.12333,260.05958
0.12361,261.75395
0.12504,263.82378
0.12637,266.11925
0.12749,268.71801
0.12840,270.80564
0.12857,271.85003
0.12937,273.47940
0.13069,275.20122
0.13137,276.91676
0.13222,278.54555
0.13373,280.70543
0.13426,282.15821
0.13466,283.94028
0.13499,285.74358
0.13701,287.06264
0.13748,288.99366
0.13823,290.81331
0.13927,292.66767
0.14045,294.64967
0.14109,296.53847
0.14191,298.14012
0.14260,299.75471
0.14286,301.55593
0.14479,303.76245
0.14497,305.26154
0.14620,306.97708
0.14660,308.48057
0.14832,309.66102
0.14829,311.13455
0.14931,312.70191
0.14993,314.21860
0.15002,315.49474
0.15154,317.59836
0.15155,319.06271
0.15282,320.69795
0.15371,322.48220
0.15465,323.82749
0.15568,326.08375
0.15631,327.48501
0.15682,329.11279
0.15763,330.11570
0.15852,331.94167
0.15852,333.13485
0.16078,335.11494
0.16100,336.34099
0.16120,337.52686
0.16187,338.96777
0.16293,339.64095
0.16383,340.79801
0.16756,341.88071
0.18692,336.58139
0.21256,327.27463
0.23294,321.33938
0.25004,317.15944
0.26423,315.10410
0.27623,312.29181
0.28771,310.87518
0.29836,309.63647
0.30771,308.33431
0.31654,307.17025
0.32499,306.53408
0.33311,305.57104
0.34068,304.99382
0.34939,304.04211
0.35653,303.39368
0.36416,302.70316
0.37092,302.00103
0.37816,302.16411
0.38560,301.78314
0.39203,301.18326
0.39926,301.32587
0.40531,300.98059
0.41281,301.19804
0.41948,300.76530
0.42661,300.96159
0.43309,300.58111
0.44000,300.13295
0.44688,300.53461
0.45339,300.33527
0.46019,300.38163
0.46701,300.31767
0.47362,299.51540
0.47975,299.53593
0.48598,299.83829
0.49361,299.74382
0.49925,299.42770
0.50549,299.46803
0.51218,299.47573
0.51870,299.35850
0.52544,299.48745
0.53227,299.76492
0.53859,299.45818
0.54527,299.55039
0.55239,299.61308
0.55864,298.96900
0.56567,299.49891
0.57323,299.30589
0.57963,299.55111
0.58653,299.61556
0.59350,298.93946
0.59961,298.90425
0.60677,299.16053
0.61389,299.24746
0.62085,299.27079
0.62789,299.07182
0.63417,298.94409
0.64199,299.21016
0.64859,298.95670
0.65548,298.99897
0.66250,298.61508
0.66834,298.88549
0.67508,298.42255
0.68207,298.71321
0.68836,298.60854
0.69519,298.75178
0.70242,298.95002
0.70894,298.85300
0.71595,298.93878
0.72274,299.08537
0.73052,298.33912
0.73606,298.57845
0.74376,298.64390
0.74954,298.04665
0.75583,297.73094
0.76293,297.60792
0.76961,297.93231
0.77536,297.19613
0.78177,297.79533
0.78906,297.70887
0.79564,297.77761
0.80172,297.86868
0.80850,297.71585
0.81403,297.49431
0.82020,297.34281
0.82686,297.92752
0.83356,297.24710
0.83951,297.39725
0.84587,297.28751
0.85196,297.34639
0.85878,297.81137
0.86476,297.22413
0.87232,297.39966
0.87842,297.31614
0.88471,297.51942
