

Data
Lateral(mm),Raw(µm),,
0,-0.328203505101204,,
0.000982727706432343,-0.316391599473953,,
0.00196545541286469,-0.33162789041996,,
0.00294818305969238,-0.33714585152626,,
0.00393091082572937,-0.333385036144257,,
0.00491363859176636,-0.337250557928085,,
0.00589636611938477,-0.335413188838959,,
0.00687909412384033,-0.322121587362289,,
0.00786182165145874,-0.323424784445763,,
0.00884454917907715,-0.329098001141548,,
0.00982727718353272,-0.332896516718864,,
0.0108100051879883,-0.326183857040405,,
0.0117927322387695,-0.331446310963631,,
0.0127754602432251,-0.332212795696259,,
0.0137581882476807,-0.335476034770012,,
0.0147409152984619,-0.351135237965584,,
0.0157236433029175,-0.356124696822166,,
0.016706371307373,-0.332823104424477,,
0.0176890983581543,-0.310368625106812,,
0.0186718273162842,-0.315387610874176,,
0.0196545543670654,-0.310575644831657,,
0.0206372814178467,-0.326224649829865,,
0.0216200103759766,-0.342162922830582,,
0.0226027374267578,-0.362158458452225,,
0.0235854644775391,-0.353766593785286,,
0.0245681934356689,-0.343433132243156,,
0.0255509204864502,-0.344241146097183,,
0.0265336475372314,-0.354384818081856,,
0.0275163764953613,-0.361202368245125,,
0.0284991035461426,-0.378592798280716,,
0.0294818305969238,-0.390838440237045,,
0.0304645595550537,-0.376450919117928,,
0.031447286605835,-0.356087622509003,,
0.0324300155639648,-0.328644199767113,,
0.0334127426147461,-0.318416254591942,,
0.0343954696655273,-0.314108675928116,,
0.0353781967163086,-0.320384911665916,,
0.0363609237670898,-0.323516457772255,,
0.0373436546325684,-0.320943824424744,,
0.0383263816833496,-0.326578530960083,,
0.0393091087341309,-0.326337971315384,,
0.0402918357849121,-0.321920973725319,,
0.0412745628356934,-0.302827076563835,,
0.0422572898864746,-0.290263707375526,,
0.0432400207519531,-0.267115732228756,,
0.0442227478027344,-0.278890950117111,,
0.0452054748535156,-0.296636991662979,,
0.0461882019042969,-0.321268730893135,,
0.0471709289550781,-0.380243544039726,,
0.0481536560058594,-0.33177905936718,,
0.0491363868713379,-0.345347963452339,,
0.0501191139221191,-0.344359548273087,,
0.0511018409729004,-0.342541176548004,,
0.0520845680236816,-0.34955315515995,,
0.0530672950744629,-0.351026187205315,,
0.0540500221252441,-0.410929330844879,,
0.0550327529907227,-0.398283382029533,,
0.0560154800415039,-0.370118648519516,,
0.0569982070922852,-0.354654757370949,,
0.0579809341430664,-0.353507036776543,,
0.0589636611938477,-0.335318717451096,,
0.0599463882446289,-0.333890196671486,,
0.0609291191101074,-0.342704384522438,,
0.0619118461608887,-0.326424674401283,,
0.0628945732116699,-0.328955741810799,,
0.0638773002624512,-0.325497632489204,,
