

Data
Lateral(mm),Raw(µm),,
0,-0.266034447183609,,
0.000982727706432343,-0.274278401172161,,
0.00196545541286469,-0.276012499706745,,
0.00294818305969238,-0.258583099303246,,
0.00393091082572937,-0.269336343684196,,
0.00491363859176636,-0.287535726397038,,
0.00589636611938477,-0.301685762057304,,
0.00687909412384033,-0.285029933581352,,
0.00786182165145874,-0.292484374055862,,
0.00884454917907715,-0.286937475104332,,
0.00982727718353272,-0.276556575376987,,
0.0108100051879883,-0.286159172244072,,
0.0117927322387695,-0.287925264401436,,
0.0127754602432251,-0.265444792566299,,
0.0137581882476807,-0.258264617331028,,
0.0147409152984619,-0.263018229067326,,
0.0157236433029175,-0.252429333975315,,
0.016706371307373,-0.24980033441782,,
0.0176890983581543,-0.231028527255058,,
0.0186718273162842,-0.223804319369793,,
0.0196545543670654,-0.219738294398785,,
0.0206372814178467,-0.219280167074203,,
0.0216200103759766,-0.205793584899902,,
0.0226027374267578,-0.197430971019268,,
0.0235854644775391,-0.207614589011669,,
0.0245681934356689,-0.217910847382545,,
0.0255509204864502,-0.193675862209797,,
0.0265336475372314,-0.186346377265453,,
0.0275163764953613,-0.197986496651173,,
0.0284991035461426,-0.192443352992535,,
0.0294818305969238,-0.180966239089966,,
0.0304645595550537,-0.182993195245266,,
0.031447286605835,-0.18701787517786,,
0.0324300155639648,-0.178777105824947,,
0.0334127426147461,-0.164536427702904,,
0.0343954696655273,-0.169412104866505,,
0.0353781967163086,-0.185288415534496,,
0.0363609237670898,-0.184829238936901,,
0.0373436546325684,-0.199536567425728,,
0.0383263816833496,-0.202533401603699,,
0.0393091087341309,-0.192464853885174,,
0.0402918357849121,-0.19524500398159,,
0.0412745628356934,-0.194808064608574,,
0.0422572898864746,-0.181416082680225,,
0.0432400207519531,-0.179892703938484,,
0.0442227478027344,-0.179644007825851,,
0.0452054748535156,-0.181482794353962,,
0.0461882019042969,-0.176676626925468,,
0.0471709289550781,-0.184129870860577,,
0.0481536560058594,-0.189136375801563,,
0.0491363868713379,-0.203012624838352,,
0.0501191139221191,-0.199273752148151,,
0.0511018409729004,-0.184370448913574,,
0.0520845680236816,-0.17296960059166,,
0.0530672950744629,-0.164553142437935,,
0.0540500221252441,-0.186487587323189,,
0.0550327529907227,-0.195238726751804,,
0.0560154800415039,-0.204025688729286,,
0.0569982070922852,-0.187572425169945,,
0.0579809341430664,-0.194389202184677,,
0.0589636611938477,-0.180912652533054,,
0.0599463882446289,-0.202019405093193,,
0.0609291191101074,-0.210720934157372,,
0.0619118461608887,-0.199919110276699,,
0.0628945732116699,-0.192222342960835,,
0.0638773002624512,-0.19925471796751,,
0.0648600311279297,-0.214980540795326,,
0.0658427581787109,-0.197569088482857,,
0.0668254852294922,-0.198521497030258,,
0.0678082122802734,-0.211480092387199,,
0.0687909393310547,-0.18982228741169,,
0.0697736663818359,-0.176656911637783,,
0.0707563934326172,-0.165291278390884,,
0.0717391204833984,-0.167781810727119,,
0.0727218475341797,-0.161552994766235,,
0.0737045745849609,-0.17201448602438,,
0.0746873092651367,-0.170494825758934,,
0.075670036315918,-0.174513062787056,,
0.0766527633666992,-0.170891506183147,,
0.0776354904174805,-0.154211277507544,,
0.0786182174682617,-0.162692247543335,,
0.079600944519043,-0.160892412974834,,
0.0805836715698242,-0.16083728012085,,
0.0815663986206055,-0.168828120005131,,
0.0825491256713867,-0.172492752027512,,
0.083531852722168,-0.174809528434277,,
0.0845145797729492,-0.168175288107395,,
0.0854973068237305,-0.156037850129604,,
0.0864800415039063,-0.172819572958946,,
0.0874627685546875,-0.175840558824539,,
0.0884454956054688,-0.157781226446629,,
0.08942822265625,-0.164383804500103,,
0.0904109497070313,-0.164553050396442,,
0.0913936767578125,-0.160286853587627,,
0.0923764038085938,-0.158146207780838,,
0.093359130859375,-0.158652988238335,,
0.0943418579101563,-0.137989811242819,,
0.0953245849609375,-0.135212634086609,,
0.0963073120117188,-0.157799800419807,,
0.0972900466918945,-0.160633794789314,,
0.0982727737426758,-0.171214958395958,,
0.099255500793457,-0.169554106481075,,
0.100238227844238,-0.156771181516647,,
0.10122095489502,-0.160816662826538,,
0.102203681945801,-0.156074961259365,,
0.103186408996582,-0.170367385108471,,
0.104169136047363,-0.178794372808933,,
0.105151863098145,-0.182175332951546,,
0.106134590148926,-0.185170031766891,,
0.107117317199707,-0.196637481312752,,
0.108100044250488,-0.192881544129848,,
0.109082778930664,-0.193945249249935,,
0.110065505981445,-0.16913461817503,,
0.111048233032227,-0.157021295068264,,
0.112030960083008,-0.187264583194256,,
0.113013687133789,-0.185545855588913,,
0.11399641418457,-0.180906025545597,,
0.114979141235352,-0.191458601064682,,
0.115961868286133,-0.181497097601891,,
0.116944595336914,-0.173484002084732,,
0.117927322387695,-0.180406792490482,,
0.118910049438477,-0.178515726394653,,
0.119892776489258,-0.163938783884048,,
0.120875511169434,-0.157127971158028,,
0.121858238220215,-0.171756236004829,,
0.122840965270996,-0.165391750884056,,
0.123823692321777,-0.154567597737312,,
0.124806419372559,-0.156687294900417,,
0.12578914642334,-0.15409348280549,,
0.126771873474121,-0.153550106650591,,
0.127754600524902,-0.158308476932049,,
0.128737335205078,-0.165206857933998,,
0.129720062255859,-0.163496800637245,,
0.130702789306641,-0.143341499392986,,
0.131685516357422,-0.142504335998297,,
0.132668243408203,-0.142741803048849,,
0.133650970458984,-0.155784680800438,,
0.134633697509766,-0.157221650989056,,
0.135616424560547,-0.159322626912594,,
0.136599151611328,-0.170972944495678,,
0.137581878662109,-0.14963942931056,,
0.138564605712891,-0.147289757274389,,
0.139547332763672,-0.144936983439922,,
0.140530059814453,-0.138131251404285,,
0.141512786865234,-0.128167584966421,,
0.142495513916016,-0.146677847024202,,
0.143478240966797,-0.165245920343399,,
0.144460968017578,-0.160084546387196,,
0.145443695068359,-0.16706784487009,,
0.146426422119141,-0.160371237227917,,
0.147409149169922,-0.143709564117193,,
