

Data
Lateral(mm),Raw(µm),,
0,-0.233145168640614,,
0.000982727706432343,-0.237402952857018,,
0.00196545541286469,-0.245713728969097,,
0.00294818305969238,-0.247155466907024,,
0.00393091082572937,-0.255002298672199,,
0.00491363859176636,-0.252651227605343,,
0.00589636611938477,-0.253822179472446,,
0.00687909412384033,-0.255182479097843,,
0.00786182165145874,-0.273243192098141,,
0.00884454917907715,-0.281960699565411,,
0.00982727718353272,-0.293352988028526,,
0.0108100051879883,-0.302401126945019,,
0.0117927322387695,-0.301977110197544,,
0.0127754602432251,-0.286802634317875,,
0.0137581882476807,-0.271309547607899,,
0.0147409152984619,-0.24174256196022,,
0.0157236433029175,-0.247180723092556,,
0.016706371307373,-0.249292265379429,,
0.0176890983581543,-0.246290589818954,,
0.0186718273162842,-0.224425673077106,,
0.0196545543670654,-0.219276319739819,,
0.0206372814178467,-0.206839728503227,,
0.0216200103759766,-0.222237312960625,,
0.0226027374267578,-0.226959777855873,,
0.0235854644775391,-0.23399263147831,,
0.0245681934356689,-0.236595528068542,,
0.0255509204864502,-0.237550753085613,,
0.0265336475372314,-0.234431835072041,,
0.0275163764953613,-0.246730198395252,,
0.0284991035461426,-0.243107850234509,,
0.0294818305969238,-0.249538384330273,,
0.0304645595550537,-0.231986403067112,,
0.031447286605835,-0.220544393789768,,
0.0324300155639648,-0.235429454400539,,
0.0334127426147461,-0.23699215326786,,
0.0343954696655273,-0.226645327301025,,
0.0353781967163086,-0.236873659050465,,
0.0363609237670898,-0.235030141589642,,
0.0373436546325684,-0.221251806292534,,
0.0383263816833496,-0.219112669966221,,
0.0393091087341309,-0.215761881024838,,
0.0402918357849121,-0.205863886191845,,
0.0412745628356934,-0.20131928227663,,
0.0422572898864746,-0.206281294360161,,
0.0432400207519531,-0.204067972590923,,
0.0442227478027344,-0.209058885703087,,
0.0452054748535156,-0.219388904893398,,
0.0461882019042969,-0.216627199912071,,
0.0471709289550781,-0.209921480162144,,
0.0481536560058594,-0.194116925041676,,
0.0491363868713379,-0.210118669855595,,
0.0501191139221191,-0.223405153825283,,
0.0511018409729004,-0.21566232894659,,
0.0520845680236816,-0.216806275839806,,
0.0530672950744629,-0.225468632044792,,
0.0540500221252441,-0.221772043216228,,
0.0550327529907227,-0.218469023809433,,
0.0560154800415039,-0.22719279009819,,
0.0569982070922852,-0.200726277348995,,
0.0579809341430664,-0.20661367459774,,
0.0589636611938477,-0.199764222853184,,
0.0599463882446289,-0.200852613501549,,
0.0609291191101074,-0.198697719671726,,
0.0619118461608887,-0.210716295266151,,
0.0628945732116699,-0.197441979181767,,
0.0638773002624512,-0.201665726454258,,
0.0648600311279297,-0.220638018395901,,
0.0658427581787109,-0.226746812250614,,
0.0668254852294922,-0.224958832626343,,
0.0678082122802734,-0.227009572303295,,
0.0687909393310547,-0.223218935477734,,
0.0697736663818359,-0.210630991210938,,
0.0707563934326172,-0.204733469398022,,
0.0717391204833984,-0.200370868330002,,
0.0727218475341797,-0.196765014004707,,
0.0737045745849609,-0.191511561739445,,
0.0746873092651367,-0.21024889015913,,
0.075670036315918,-0.223214130911827,,
0.0766527633666992,-0.21943002903223,,
0.0776354904174805,-0.227221543860435,,
0.0786182174682617,-0.212408809454441,,
