0.00142,-0.10092
0.00277,3.77541
0.00491,7.12499
0.00622,10.26880
0.00847,14.11739
0.00950,17.53886
0.01072,20.61709
0.01287,24.56607
0.01461,27.69323
0.01616,31.74569
0.01758,35.06945
0.01946,38.07091
0.02105,41.47398
0.02279,45.75448
0.02461,48.74721
0.02534,51.30785
0.02683,54.47107
0.02839,57.27733
0.03011,60.01303
0.03127,63.22981
0.03333,66.53396
0.03388,69.05315
0.03530,71.74091
0.03688,75.24693
0.03894,79.50823
0.04153,83.18225
0.04287,88.29444
0.04447,90.80598
0.04682,95.58544
0.04806,98.09251
0.04963,101.01919
0.05133,104.59500
0.05242,107.85546
0.05453,111.08676
0.05606,114.25295
0.05749,117.01011
0.05877,119.98983
0.06069,123.14107
0.06099,126.26261
0.06366,129.60824
0.06452,132.55369
0.06601,135.21925
0.06673,138.12186
0.06912,141.39902
0.07020,144.65164
0.07193,148.03356
0.07309,150.50851
0.07451,154.05494
0.07610,156.28587
0.07697,159.93502
0.07918,162.88404
0.07986,165.74532
0.08180,168.08514
0.08370,171.80347
0.08541,175.01097
0.08691,178.36192
0.08780,180.75863
0.08940,184.34959
0.09056,186.39756
0.09184,189.56141
0.09370,192.71095
0.09483,195.28681
0.09607,198.24502
0.09807,201.66803
0.09873,203.66461
0.09982,205.99819
0.10167,209.46535
0.10286,211.51904
0.10415,214.79130
0.10586,216.80422
0.10618,219.52459
0.10838,222.60689
0.10975,225.60078
0.11070,227.09645
0.11166,229.98458
0.11282,232.59382
0.11411,235.10393
0.11562,237.48890
0.11638,239.78271
0.11733,242.02172
0.11946,245.28917
0.11974,246.77960
0.12142,249.61598
0.12270,252.24526
0.12377,254.45893
0.12471,255.85935
0.12556,258.62145
0.12762,261.19300
0.12714,263.17540
0.12923,265.37800
0.12997,267.12190
0.13150,270.06053
0.13227,271.34893
0.13326,273.91270
0.13364,275.81452
0.13501,278.21200
0.13583,279.74826
0.13748,282.09600
0.13853,284.22575
0.13925,286.60767
0.13989,288.07659
0.14159,290.57222
0.14252,292.51200
0.14307,294.43897
0.14470,297.16018
0.14537,299.15119
0.14621,301.12942
0.14677,303.09821
0.14822,304.96054
0.14934,306.91466
0.14975,308.35632
0.15143,310.34224
0.15205,311.97969
0.15269,313.77767
0.15381,315.96078
0.15537,317.87558
0.15576,319.86370
0.15665,321.78084
0.15806,324.23289
0.15828,325.76736
0.15951,327.75779
0.16042,329.68508
0.16131,331.82734
0.16256,334.22572
0.16322,335.58016
0.16413,336.60758
0.16491,339.40339
0.16540,340.20722
0.16671,342.04096
0.16735,343.65161
0.16883,345.95557
0.16919,347.56662
0.17090,349.78446
0.17136,351.76499
0.17220,353.19302
0.17289,355.20632
0.17461,357.27222
0.17475,358.00379
0.17601,361.25169
0.17746,362.96855
0.17763,364.20898
0.17835,366.29040
0.17917,367.64318
0.17994,369.57088
0.18089,370.89833
0.18179,372.64867
0.18215,373.80816
0.18363,375.88063
0.18440,377.68095
0.18525,379.32263
0.18619,381.03790
